               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  52,             0.06426,            0.022753,           0.0031481,             0.37703,             0.66667,             0.51193,             0.24457,            0.071688,            0.012956,           0.0027102,           0.0074755,           0.0074755,           0.0074755
                  53,            0.066593,            0.022065,           0.0044135,             0.58053,                0.75,             0.76088,             0.26214,            0.060364,            0.013918,           0.0027953,            0.007426,            0.007426,            0.007426
                  54,            0.069271,            0.023276,           0.0044783,             0.58053,                0.75,             0.76088,             0.26214,            0.060364,            0.013918,           0.0027953,           0.0073765,           0.0073765,           0.0073765
                  55,            0.061655,            0.017549,           0.0031113,             0.92364,             0.77717,             0.89062,             0.38371,            0.068669,            0.013564,           0.0026677,            0.007327,            0.007327,            0.007327
                  56,            0.060443,            0.020325,           0.0026297,             0.92364,             0.77717,             0.89062,             0.38371,            0.068669,            0.013564,           0.0026677,           0.0072775,           0.0072775,           0.0072775
                  57,            0.062117,              0.0193,           0.0034383,             0.59419,                0.75,             0.76157,             0.29132,            0.070003,            0.013653,           0.0027585,            0.007228,            0.007228,            0.007228
                  58,            0.068473,            0.026377,           0.0041617,             0.59419,                0.75,             0.76157,             0.29132,            0.070003,            0.013653,           0.0027585,           0.0071785,           0.0071785,           0.0071785
                  59,            0.067205,            0.019493,            0.003654,             0.75527,                0.75,             0.83158,              0.3018,             0.06577,             0.01367,           0.0025832,            0.007129,            0.007129,            0.007129
                  60,            0.068524,            0.020481,           0.0027321,             0.75527,                0.75,             0.83158,              0.3018,             0.06577,             0.01367,           0.0025832,           0.0070795,           0.0070795,           0.0070795
                  61,            0.067483,            0.023391,           0.0035059,              0.6015,             0.90004,             0.70672,             0.35853,            0.063617,            0.013623,           0.0023988,             0.00703,             0.00703,             0.00703
                  62,            0.057539,            0.017874,           0.0024496,              0.6015,             0.90004,             0.70672,             0.35853,            0.063617,            0.013623,           0.0023988,           0.0069805,           0.0069805,           0.0069805
                  63,            0.057284,             0.02664,           0.0029213,             0.55055,             0.63663,             0.75921,             0.36167,            0.062129,             0.01304,           0.0022571,            0.006931,            0.006931,            0.006931
                  64,            0.062633,            0.019719,           0.0031393,             0.55055,             0.63663,             0.75921,             0.36167,            0.062129,             0.01304,           0.0022571,           0.0068815,           0.0068815,           0.0068815
                  65,            0.062523,            0.015612,           0.0029295,             0.71754,             0.87583,             0.85002,             0.33057,            0.061537,             0.01328,           0.0019469,            0.006832,            0.006832,            0.006832
                  66,            0.052857,            0.017847,           0.0035256,             0.71754,             0.87583,             0.85002,             0.33057,            0.061537,             0.01328,           0.0019469,           0.0067825,           0.0067825,           0.0067825
                  67,            0.055746,            0.020781,           0.0027623,             0.72822,             0.91667,             0.85686,             0.56828,            0.056552,            0.012877,           0.0018282,            0.006733,            0.006733,            0.006733
                  68,             0.05831,            0.018621,           0.0057761,             0.72822,             0.91667,             0.85686,             0.56828,            0.056552,            0.012877,           0.0018282,           0.0066835,           0.0066835,           0.0066835
                  69,            0.054575,            0.016999,           0.0025352,             0.70802,             0.90345,              0.8589,             0.32202,            0.058915,            0.013223,           0.0018197,            0.006634,            0.006634,            0.006634
                  70,            0.050692,            0.016109,           0.0027309,             0.70802,             0.90345,              0.8589,             0.32202,            0.058915,            0.013223,           0.0018197,           0.0065845,           0.0065845,           0.0065845
                  71,             0.05103,            0.016574,           0.0022446,             0.65231,             0.91667,             0.71894,             0.34532,            0.063477,            0.013034,           0.0016523,            0.006535,            0.006535,            0.006535
                  72,            0.055146,            0.020451,           0.0038536,             0.65231,             0.91667,             0.71894,             0.34532,            0.063477,            0.013034,           0.0016523,           0.0064855,           0.0064855,           0.0064855
                  73,            0.052473,            0.019103,           0.0023478,               0.645,             0.87322,             0.73584,             0.36068,             0.06328,            0.012585,           0.0016527,            0.006436,            0.006436,            0.006436
                  74,            0.061202,             0.01742,            0.002955,               0.645,             0.87322,             0.73584,             0.36068,             0.06328,            0.012585,           0.0016527,           0.0063865,           0.0063865,           0.0063865
                  75,            0.061096,            0.014376,           0.0028386,             0.64974,             0.83333,             0.77398,             0.44391,            0.060887,            0.011903,           0.0018066,            0.006337,            0.006337,            0.006337
                  76,            0.054874,            0.023801,           0.0028459,             0.64974,             0.83333,             0.77398,             0.44391,            0.060887,            0.011903,           0.0018066,           0.0062875,           0.0062875,           0.0062875
                  77,            0.053041,            0.016728,           0.0029281,             0.68461,             0.77158,              0.8179,             0.45699,               0.052,            0.011704,            0.001942,            0.006238,            0.006238,            0.006238
                  78,            0.051115,            0.023614,           0.0033872,             0.68461,             0.77158,              0.8179,             0.45699,               0.052,            0.011704,            0.001942,           0.0061885,           0.0061885,           0.0061885
                  79,            0.047594,            0.020303,           0.0024343,             0.60814,             0.80452,             0.79831,             0.47834,            0.053005,            0.011819,           0.0017206,            0.006139,            0.006139,            0.006139
                  80,             0.04619,            0.017106,           0.0023563,             0.60814,             0.80452,             0.79831,             0.47834,            0.053005,            0.011819,           0.0017206,           0.0060895,           0.0060895,           0.0060895
                  81,            0.050402,            0.014922,           0.0045299,             0.60984,             0.83333,             0.74464,             0.36296,            0.054262,            0.011936,           0.0017466,             0.00604,             0.00604,             0.00604
                  82,            0.052507,            0.019374,           0.0029821,             0.60984,             0.83333,             0.74464,             0.36296,            0.054262,            0.011936,           0.0017466,           0.0059905,           0.0059905,           0.0059905
                  83,            0.049186,            0.017146,           0.0019224,             0.69515,                0.75,                0.85,             0.52223,            0.046737,            0.011574,           0.0017902,            0.005941,            0.005941,            0.005941
                  84,            0.044021,            0.018066,            0.002697,             0.69515,                0.75,                0.85,             0.52223,            0.046737,            0.011574,           0.0017902,           0.0058915,           0.0058915,           0.0058915
                  85,            0.044631,            0.019943,           0.0029786,             0.66603,             0.91667,             0.78631,             0.41649,            0.051821,            0.011984,           0.0016131,            0.005842,            0.005842,            0.005842
                  86,            0.045558,            0.021097,           0.0046277,             0.66603,             0.91667,             0.78631,             0.41649,            0.051821,            0.011984,           0.0016131,           0.0057925,           0.0057925,           0.0057925
                  87,            0.047446,            0.016577,           0.0035112,             0.70468,             0.91667,             0.82609,              0.5316,            0.045951,            0.011497,           0.0018187,            0.005743,            0.005743,            0.005743
                  88,            0.042798,            0.013581,           0.0025361,             0.70468,             0.91667,             0.82609,              0.5316,            0.045951,            0.011497,           0.0018187,           0.0056935,           0.0056935,           0.0056935
                  89,            0.048757,            0.012814,           0.0025608,             0.81493,             0.89641,             0.89444,             0.53011,            0.052445,            0.011437,           0.0018373,            0.005644,            0.005644,            0.005644
                  90,            0.043461,            0.018931,           0.0023264,             0.81493,             0.89641,             0.89444,             0.53011,            0.052445,            0.011437,           0.0018373,           0.0055945,           0.0055945,           0.0055945
                  91,            0.043485,            0.015163,           0.0023325,             0.80591,                   1,             0.94405,             0.44308,            0.047497,            0.011292,           0.0019889,            0.005545,            0.005545,            0.005545
                  92,            0.047421,            0.014111,           0.0036787,             0.80591,                   1,             0.94405,             0.44308,            0.047497,            0.011292,           0.0019889,           0.0054955,           0.0054955,           0.0054955
                  93,            0.050186,            0.017175,           0.0027273,             0.71198,             0.83333,             0.94232,             0.65428,            0.044382,            0.010834,           0.0019388,            0.005446,            0.005446,            0.005446
                  94,            0.042514,            0.017983,           0.0030784,             0.71198,             0.83333,             0.94232,             0.65428,            0.044382,            0.010834,           0.0019388,           0.0053965,           0.0053965,           0.0053965
                  95,            0.040778,            0.021932,           0.0025427,              0.7255,                   1,             0.86417,             0.46722,            0.050889,            0.011518,           0.0017724,            0.005347,            0.005347,            0.005347
                  96,            0.041555,             0.02102,           0.0020945,              0.7255,                   1,             0.86417,             0.46722,            0.050889,            0.011518,           0.0017724,           0.0052975,           0.0052975,           0.0052975
                  97,            0.042014,            0.017427,           0.0022076,             0.76936,             0.91667,             0.88459,             0.56702,            0.044936,            0.010895,            0.001779,            0.005248,            0.005248,            0.005248
                  98,            0.046373,            0.012775,           0.0026885,             0.76936,             0.91667,             0.88459,             0.56702,            0.044936,            0.010895,            0.001779,           0.0051985,           0.0051985,           0.0051985
                  99,            0.044524,            0.018469,           0.0033671,             0.78381,                   1,               0.912,             0.52535,            0.046521,            0.011183,           0.0017021,            0.005149,            0.005149,            0.005149
                 100,            0.043154,            0.016574,           0.0015844,             0.78381,                   1,               0.912,             0.52535,            0.046521,            0.011183,           0.0017021,           0.0050995,           0.0050995,           0.0050995
                 101,            0.042068,            0.018943,           0.0019111,             0.55976,             0.91667,             0.83119,             0.52745,            0.047687,            0.010977,           0.0016593,             0.00505,             0.00505,             0.00505
                 102,            0.043087,            0.015683,            0.001806,             0.55976,             0.91667,             0.83119,             0.52745,            0.047687,            0.010977,           0.0016593,           0.0050005,           0.0050005,           0.0050005
                 103,            0.042651,            0.016289,           0.0023704,             0.80569,             0.91667,             0.92359,             0.52433,            0.043015,            0.010343,           0.0018891,            0.004951,            0.004951,            0.004951
                 104,            0.041281,            0.021937,           0.0022216,             0.80569,             0.91667,             0.92359,             0.52433,            0.043015,            0.010343,           0.0018891,           0.0049015,           0.0049015,           0.0049015
                 105,            0.038271,            0.010998,           0.0017925,             0.69629,             0.83333,             0.84881,             0.52556,            0.040707,            0.010118,            0.001892,            0.004852,            0.004852,            0.004852
                 106,            0.035272,            0.013995,           0.0021903,             0.69629,             0.83333,             0.84881,             0.52556,            0.040707,            0.010118,            0.001892,           0.0048025,           0.0048025,           0.0048025
                 107,            0.038757,            0.018811,           0.0031544,             0.83303,             0.91667,               0.892,             0.56943,            0.040363,            0.010189,            0.001883,            0.004753,            0.004753,            0.004753
                 108,            0.036481,            0.015373,            0.001918,             0.83303,             0.91667,               0.892,             0.56943,            0.040363,            0.010189,            0.001883,           0.0047035,           0.0047035,           0.0047035
                 109,            0.035574,            0.017034,           0.0018565,             0.71188,             0.89924,              0.8536,              0.5029,            0.046375,            0.010443,           0.0018125,            0.004654,            0.004654,            0.004654
                 110,            0.039034,            0.014862,           0.0018764,             0.71188,             0.89924,              0.8536,              0.5029,            0.046375,            0.010443,           0.0018125,           0.0046045,           0.0046045,           0.0046045
                 111,            0.039618,            0.019002,           0.0025246,             0.88877,             0.91667,             0.93512,              0.6892,            0.037404,            0.010019,           0.0018634,            0.004555,            0.004555,            0.004555
                 112,            0.033306,             0.01581,           0.0016855,             0.88877,             0.91667,             0.93512,              0.6892,            0.037404,            0.010019,           0.0018634,           0.0045055,           0.0045055,           0.0045055
                 113,            0.036313,            0.019054,           0.0031031,             0.73383,             0.91052,             0.93417,             0.52364,            0.046982,             0.01056,           0.0017848,            0.004456,            0.004456,            0.004456
                 114,            0.037693,            0.017497,           0.0020864,             0.73383,             0.91052,             0.93417,             0.52364,            0.046982,             0.01056,           0.0017848,           0.0044065,           0.0044065,           0.0044065
                 115,            0.039049,            0.014232,           0.0022197,             0.87254,             0.91667,             0.94083,             0.65213,             0.03736,            0.010012,           0.0018889,            0.004357,            0.004357,            0.004357
                 116,            0.036692,            0.015529,           0.0020577,             0.87254,             0.91667,             0.94083,             0.65213,             0.03736,            0.010012,           0.0018889,           0.0043075,           0.0043075,           0.0043075
                 117,            0.036941,            0.018641,           0.0022432,             0.84367,                   1,             0.94667,             0.58854,            0.042939,            0.010406,           0.0018168,            0.004258,            0.004258,            0.004258
                 118,            0.033405,            0.011503,           0.0017701,             0.84367,                   1,             0.94667,             0.58854,            0.042939,            0.010406,           0.0018168,           0.0042085,           0.0042085,           0.0042085
                 119,            0.036293,            0.013627,           0.0022776,              0.9761,                   1,               0.995,             0.66855,            0.036548,            0.010137,            0.001899,            0.004159,            0.004159,            0.004159
                 120,            0.031273,            0.013613,           0.0017917,              0.9761,                   1,               0.995,             0.66855,            0.036548,            0.010137,            0.001899,           0.0041095,           0.0041095,           0.0041095
                 121,            0.031829,            0.016724,           0.0019033,              0.9144,                   1,             0.97143,             0.59874,            0.039579,            0.010184,           0.0017887,             0.00406,             0.00406,             0.00406
                 122,            0.033572,            0.013844,           0.0022449,              0.9144,                   1,             0.97143,             0.59874,            0.039579,            0.010184,           0.0017887,           0.0040105,           0.0040105,           0.0040105
                 123,            0.031011,             0.01376,           0.0024588,              0.9682,                   1,               0.995,              0.6284,            0.037294,           0.0099811,             0.00185,            0.003961,            0.003961,            0.003961
                 124,            0.032231,            0.014281,           0.0017338,              0.9682,                   1,               0.995,              0.6284,            0.037294,           0.0099811,             0.00185,           0.0039115,           0.0039115,           0.0039115
                 125,             0.03418,            0.012298,           0.0027566,             0.85834,                   1,             0.94667,             0.63904,            0.040679,           0.0099145,            0.001749,            0.003862,            0.003862,            0.003862
                 126,            0.031187,            0.015023,           0.0022458,             0.85834,                   1,             0.94667,             0.63904,            0.040679,           0.0099145,            0.001749,           0.0038125,           0.0038125,           0.0038125
                 127,            0.030528,            0.011591,            0.001399,             0.89577,             0.91667,                0.94,             0.63151,            0.034319,           0.0097144,           0.0018647,            0.003763,            0.003763,            0.003763
                 128,            0.029796,            0.011208,           0.0017187,             0.89577,             0.91667,                0.94,             0.63151,            0.034319,           0.0097144,           0.0018647,           0.0037135,           0.0037135,           0.0037135
                 129,            0.031773,            0.013057,            0.001548,              0.8011,             0.91667,             0.93467,             0.65071,            0.037692,           0.0096886,           0.0018892,            0.003664,            0.003664,            0.003664
                 130,            0.030217,            0.016461,             0.00162,              0.8011,             0.91667,             0.93467,             0.65071,            0.037692,           0.0096886,           0.0018892,           0.0036145,           0.0036145,           0.0036145
                 131,            0.030319,            0.012742,           0.0016819,             0.97517,                   1,               0.995,             0.60835,            0.035065,           0.0096828,           0.0019232,            0.003565,            0.003565,            0.003565
                 132,            0.032814,            0.015177,           0.0025719,             0.97517,                   1,               0.995,             0.60835,            0.035065,           0.0096828,           0.0019232,           0.0035155,           0.0035155,           0.0035155
                 133,            0.027474,            0.014369,           0.0016062,             0.80514,             0.91667,             0.91193,             0.56476,            0.041698,           0.0096616,           0.0018176,            0.003466,            0.003466,            0.003466
                 134,            0.031501,            0.014631,           0.0019489,             0.80514,             0.91667,             0.91193,             0.56476,            0.041698,           0.0096616,           0.0018176,           0.0034165,           0.0034165,           0.0034165
                 135,            0.030577,            0.014229,           0.0020704,             0.90826,             0.98892,             0.95929,             0.62041,            0.036139,           0.0095094,           0.0017925,            0.003367,            0.003367,            0.003367
                 136,             0.03397,            0.018061,            0.002006,             0.90826,             0.98892,             0.95929,             0.62041,            0.036139,           0.0095094,           0.0017925,           0.0033175,           0.0033175,           0.0033175
                 137,            0.031722,            0.013868,           0.0016386,             0.90368,                   1,             0.97143,             0.64652,            0.037045,           0.0094555,           0.0017241,            0.003268,            0.003268,            0.003268
                 138,            0.025714,             0.01163,           0.0014111,             0.90368,                   1,             0.97143,             0.64652,            0.037045,           0.0094555,           0.0017241,           0.0032185,           0.0032185,           0.0032185
                 139,            0.028468,            0.014245,           0.0018638,             0.98596,                   1,               0.995,             0.67722,            0.035349,           0.0094927,           0.0016364,            0.003169,            0.003169,            0.003169
                 140,            0.029037,             0.01005,           0.0015731,             0.98596,                   1,               0.995,             0.67722,            0.035349,           0.0094927,           0.0016364,           0.0031195,           0.0031195,           0.0031195
                 141,            0.026877,            0.013485,           0.0018801,             0.96199,                   1,               0.995,             0.62656,            0.035602,           0.0094989,           0.0016063,             0.00307,             0.00307,             0.00307
                 142,            0.028943,            0.017626,           0.0017131,             0.96199,                   1,               0.995,             0.62656,            0.035602,           0.0094989,           0.0016063,           0.0030205,           0.0030205,           0.0030205
                 143,            0.029074,            0.014693,           0.0023229,             0.83612,             0.91667,             0.93871,              0.6863,            0.037048,           0.0093149,           0.0015611,            0.002971,            0.002971,            0.002971
                 144,              0.0317,            0.019093,           0.0020183,             0.83612,             0.91667,             0.93871,              0.6863,            0.037048,           0.0093149,           0.0015611,           0.0029215,           0.0029215,           0.0029215
                 145,            0.030729,            0.014978,           0.0021575,             0.97335,                   1,               0.995,             0.56549,            0.033784,           0.0092761,           0.0015585,            0.002872,            0.002872,            0.002872
                 146,            0.024917,            0.013584,           0.0012303,             0.97335,                   1,               0.995,             0.56549,            0.033784,           0.0092761,           0.0015585,           0.0028225,           0.0028225,           0.0028225
                 147,             0.02954,            0.012736,           0.0020758,               0.981,                   1,               0.995,             0.71066,            0.031997,           0.0091499,           0.0015472,            0.002773,            0.002773,            0.002773
                 148,            0.027049,            0.019872,           0.0021606,               0.981,                   1,               0.995,             0.71066,            0.031997,           0.0091499,           0.0015472,           0.0027235,           0.0027235,           0.0027235
                 149,            0.024284,            0.015086,            0.001566,             0.97386,                   1,               0.995,             0.60857,            0.033478,           0.0092119,           0.0015565,            0.002674,            0.002674,            0.002674
                 150,            0.026715,            0.012813,           0.0015493,             0.97386,                   1,               0.995,             0.60857,            0.033478,           0.0092119,           0.0015565,           0.0026245,           0.0026245,           0.0026245
                 151,            0.029061,            0.011094,           0.0029903,             0.87097,             0.99256,             0.97143,             0.70581,            0.032811,           0.0092817,           0.0015702,            0.002575,            0.002575,            0.002575
                 152,            0.025857,            0.015048,           0.0020131,             0.87097,             0.99256,             0.97143,             0.70581,            0.032811,           0.0092817,           0.0015702,           0.0025255,           0.0025255,           0.0025255
                 153,            0.027032,             0.01724,           0.0019999,             0.94067,                   1,               0.995,             0.65216,            0.032398,           0.0094349,           0.0015166,            0.002476,            0.002476,            0.002476
                 154,            0.024741,            0.016355,           0.0013605,             0.94067,                   1,               0.995,             0.65216,            0.032398,           0.0094349,           0.0015166,           0.0024265,           0.0024265,           0.0024265
                 155,            0.027899,            0.015848,           0.0022395,             0.89568,             0.91667,             0.94447,              0.6921,            0.031266,             0.00936,           0.0015025,            0.002377,            0.002377,            0.002377
                 156,            0.025321,            0.012899,           0.0021479,             0.89568,             0.91667,             0.94447,              0.6921,            0.031266,             0.00936,           0.0015025,           0.0023275,           0.0023275,           0.0023275
                 157,            0.022908,             0.01372,           0.0020304,              0.9574,                   1,               0.995,             0.70683,             0.03053,            0.009446,           0.0014406,            0.002278,            0.002278,            0.002278
                 158,            0.026254,            0.011682,           0.0011823,              0.9574,                   1,               0.995,             0.70683,             0.03053,            0.009446,           0.0014406,           0.0022285,           0.0022285,           0.0022285
                 159,            0.025156,            0.011712,            0.001627,             0.97928,                   1,               0.995,             0.68852,            0.032843,           0.0095841,           0.0014268,            0.002179,            0.002179,            0.002179
                 160,             0.02581,            0.014927,            0.002051,             0.97928,                   1,               0.995,             0.68852,            0.032843,           0.0095841,           0.0014268,           0.0021295,           0.0021295,           0.0021295
                 161,            0.026295,            0.012691,           0.0016377,             0.97958,                   1,               0.995,             0.71209,             0.03071,           0.0094906,           0.0013888,             0.00208,             0.00208,             0.00208
                 162,            0.024133,            0.014052,           0.0018384,             0.97958,                   1,               0.995,             0.71209,             0.03071,           0.0094906,           0.0013888,           0.0020305,           0.0020305,           0.0020305
                 163,            0.023456,            0.013088,           0.0013928,             0.92561,             0.91667,             0.96833,             0.68168,             0.03219,           0.0095806,           0.0013864,            0.001981,            0.001981,            0.001981
                 164,              0.0242,            0.012631,           0.0023411,             0.92561,             0.91667,             0.96833,             0.68168,             0.03219,           0.0095806,           0.0013864,           0.0019315,           0.0019315,           0.0019315
                 165,            0.023943,            0.010366,           0.0015733,             0.98123,                   1,               0.995,             0.72667,            0.030428,           0.0095379,           0.0013856,            0.001882,            0.001882,            0.001882
                 166,            0.023264,            0.011827,           0.0016552,             0.98123,                   1,               0.995,             0.72667,            0.030428,           0.0095379,           0.0013856,           0.0018325,           0.0018325,           0.0018325
                 167,            0.026519,            0.010029,           0.0011505,             0.98097,                   1,               0.995,             0.72304,            0.029882,           0.0094862,           0.0013944,            0.001783,            0.001783,            0.001783
                 168,            0.027395,            0.014044,           0.0019311,             0.98097,                   1,               0.995,             0.72304,            0.029882,           0.0094862,           0.0013944,           0.0017335,           0.0017335,           0.0017335
                 169,            0.022657,            0.015839,           0.0016164,             0.92018,             0.91667,             0.96833,             0.70079,            0.031556,           0.0093793,           0.0013736,            0.001684,            0.001684,            0.001684
                 170,            0.023276,            0.015363,           0.0015123,             0.92018,             0.91667,             0.96833,             0.70079,            0.031556,           0.0093793,           0.0013736,           0.0016345,           0.0016345,           0.0016345
                 171,             0.02272,            0.011965,           0.0011312,             0.97883,                   1,               0.995,             0.70417,            0.029065,           0.0092645,           0.0013859,            0.001585,            0.001585,            0.001585
                 172,            0.021984,            0.013643,           0.0015881,             0.97883,                   1,               0.995,             0.70417,            0.029065,           0.0092645,           0.0013859,           0.0015355,           0.0015355,           0.0015355
                 173,            0.022634,            0.014579,           0.0014345,             0.97959,                   1,               0.995,             0.71527,            0.028883,            0.009155,           0.0013749,            0.001486,            0.001486,            0.001486
                 174,              0.0221,            0.014638,           0.0012901,             0.97959,                   1,               0.995,             0.71527,            0.028883,            0.009155,           0.0013749,           0.0014365,           0.0014365,           0.0014365
                 175,            0.023637,            0.015532,           0.0020743,             0.97837,                   1,               0.995,              0.6898,            0.029022,           0.0091668,            0.001365,            0.001387,            0.001387,            0.001387
                 176,            0.020735,            0.010729,           0.0018263,             0.97837,                   1,               0.995,              0.6898,            0.029022,           0.0091668,            0.001365,           0.0013375,           0.0013375,           0.0013375
                 177,            0.019364,            0.012686,           0.0019578,             0.97841,                   1,               0.995,             0.72769,             0.02842,           0.0090984,           0.0013507,            0.001288,            0.001288,            0.001288
                 178,            0.021281,            0.010793,           0.0014212,             0.97841,                   1,               0.995,             0.72769,             0.02842,           0.0090984,           0.0013507,           0.0012385,           0.0012385,           0.0012385
                 179,            0.022242,            0.013881,           0.0017377,             0.97874,                   1,               0.995,             0.72166,            0.027997,           0.0091078,           0.0013333,            0.001189,            0.001189,            0.001189
                 180,            0.020704,           0.0096948,           0.0016377,             0.97874,                   1,               0.995,             0.72166,            0.027997,           0.0091078,           0.0013333,           0.0011395,           0.0011395,           0.0011395
                 181,            0.018439,            0.011236,           0.0012281,              0.9788,                   1,               0.995,             0.72041,            0.028057,            0.009087,           0.0013069,             0.00109,             0.00109,             0.00109
                 182,            0.018452,            0.012458,           0.0010444,              0.9788,                   1,               0.995,             0.72041,            0.028057,            0.009087,           0.0013069,           0.0010405,           0.0010405,           0.0010405
                 183,            0.019627,            0.011591,           0.0018898,             0.97855,                   1,               0.995,             0.72454,            0.027909,           0.0091204,           0.0012942,            0.000991,            0.000991,            0.000991
                 184,            0.022618,            0.015068,           0.0015553,             0.97855,                   1,               0.995,             0.72454,            0.027909,           0.0091204,           0.0012942,           0.0009415,           0.0009415,           0.0009415
                 185,             0.02474,            0.014202,           0.0028842,             0.97887,                   1,               0.995,             0.72921,             0.02781,           0.0091332,           0.0012824,            0.000892,            0.000892,            0.000892
                 186,            0.019583,            0.014438,            0.001657,             0.97887,                   1,               0.995,             0.72921,             0.02781,           0.0091332,           0.0012824,           0.0008425,           0.0008425,           0.0008425
                 187,             0.01869,            0.012112,           0.0011072,             0.97932,                   1,               0.995,             0.72661,            0.028026,           0.0091421,           0.0012699,            0.000793,            0.000793,            0.000793
                 188,            0.019794,            0.010441,           0.0010712,             0.97932,                   1,               0.995,             0.72661,            0.028026,           0.0091421,           0.0012699,           0.0007435,           0.0007435,           0.0007435
                 189,            0.020169,            0.016214,           0.0014176,             0.97919,                   1,               0.995,             0.74888,            0.028066,           0.0092039,           0.0012614,            0.000694,            0.000694,            0.000694
                 190,            0.020791,            0.012905,           0.0016928,             0.97919,                   1,               0.995,             0.74888,            0.028066,           0.0092039,           0.0012614,           0.0006445,           0.0006445,           0.0006445
                 191,            0.020571,             0.01564,           0.0016373,             0.97873,                   1,               0.995,             0.73465,            0.027749,           0.0091852,           0.0012469,            0.000595,            0.000595,            0.000595
                 192,            0.019316,            0.012554,           0.0016454,             0.97873,                   1,               0.995,             0.73465,            0.027749,           0.0091852,           0.0012469,           0.0005455,           0.0005455,           0.0005455
                 193,            0.019531,            0.012369,            0.001111,              0.9783,                   1,               0.995,             0.74421,            0.027579,           0.0091787,           0.0012385,            0.000496,            0.000496,            0.000496
                 194,            0.019129,            0.015477,           0.0015315,              0.9783,                   1,               0.995,             0.74421,            0.027579,           0.0091787,           0.0012385,           0.0004465,           0.0004465,           0.0004465
                 195,            0.019121,            0.011379,            0.001832,              0.9778,                   1,               0.995,             0.74443,            0.027788,            0.009193,           0.0012294,            0.000397,            0.000397,            0.000397
                 196,            0.021326,            0.015605,           0.0018083,              0.9778,                   1,               0.995,             0.74443,            0.027788,            0.009193,           0.0012294,           0.0003475,           0.0003475,           0.0003475
                 197,            0.017072,            0.013251,            0.001172,             0.97744,                   1,               0.995,             0.72699,            0.027873,           0.0092112,            0.001224,            0.000298,            0.000298,            0.000298
                 198,            0.021944,            0.016419,           0.0014975,             0.97744,                   1,               0.995,             0.72699,            0.027873,           0.0092112,            0.001224,           0.0002485,           0.0002485,           0.0002485
                 199,            0.018173,            0.012603,           0.0011489,             0.97808,                   1,               0.995,             0.72687,            0.027905,           0.0092083,           0.0012267,            0.000199,            0.000199,            0.000199
                   0,             0.11852,            0.030308,                   0,           0.0011111,             0.16667,           0.0012857,          0.00059995,            0.088656,            0.026242,                   0,              0.0991,              0.0001,              0.0001
                   1,             0.11846,             0.02914,                   0,           0.0011111,             0.16667,           0.0013472,          0.00062444,            0.087876,             0.02596,                   0,            0.097294,          0.00029406,          0.00029406
                   2,             0.12316,             0.03041,                   0,           0.0022222,             0.33333,           0.0026832,          0.00092929,            0.086016,            0.025593,                   0,             0.09548,           0.0004802,           0.0004802
                   3,             0.12387,            0.029472,                   0,           0.0022222,             0.33333,           0.0029484,          0.00094454,            0.083568,            0.025069,                   0,            0.093658,          0.00065842,          0.00065842
                   4,             0.12419,            0.029045,                   0,           0.0022222,             0.33333,            0.003541,           0.0012958,            0.079998,            0.024565,                   0,            0.091829,          0.00082872,          0.00082872
                   5,             0.11568,            0.028304,                   0,           0.0027754,                 0.5,            0.014972,           0.0036707,            0.073677,            0.024432,                   0,            0.089991,           0.0009911,           0.0009911
                   6,             0.10031,            0.032735,                   0,           0.0035274,                 0.5,            0.019463,           0.0076581,             0.06787,            0.024099,                   0,            0.088146,           0.0011456,           0.0011456
                   7,            0.084081,            0.028832,                   0,            0.050855,                 0.5,             0.19414,            0.061438,            0.061413,             0.02385,                   0,            0.086292,           0.0012921,           0.0012921
                   8,            0.073316,            0.026883,                   0,             0.05942,             0.66667,             0.21747,            0.070038,            0.056024,            0.023748,                   0,            0.084431,           0.0014307,           0.0014307
                   9,            0.074022,            0.024901,                   0,            0.069372,             0.66667,             0.23512,            0.072448,            0.053078,            0.023514,                   0,            0.082561,           0.0015614,           0.0015614
                  10,             0.10102,            0.027427,                   0,             0.13801,                 0.5,              0.1613,            0.060241,            0.050915,            0.023347,                   0,            0.080684,           0.0016842,           0.0016842
                  11,            0.080906,            0.029731,                   0,             0.12283,             0.33333,             0.16782,            0.061017,             0.04888,            0.023101,                   0,            0.078799,           0.0017991,           0.0017991
                  12,            0.084041,            0.029835,                   0,             0.19653,             0.33333,             0.20185,            0.067529,            0.046155,            0.022786,                   0,            0.076906,            0.001906,            0.001906
                  13,            0.093938,            0.028216,                   0,             0.23828,             0.33333,             0.23483,            0.072712,            0.044162,            0.022522,                   0,            0.075005,            0.002005,            0.002005
                  14,            0.078824,            0.032741,                   0,             0.37595,             0.33333,             0.30953,            0.090354,            0.043521,            0.022047,                   0,            0.073096,           0.0020961,           0.0020961
                  15,            0.084737,            0.028193,                   0,             0.42131,             0.33333,             0.31818,             0.10119,            0.044119,            0.021361,                   0,            0.071179,           0.0021793,           0.0021793
                  16,            0.074808,            0.028893,                   0,             0.41543,             0.33333,             0.41593,             0.12646,            0.042097,            0.021026,                   0,            0.069255,           0.0022546,           0.0022546
